app_id,app_type,developer,publisher,supported_systems,release_date,rating_percent,reviews_count,tags,categories,hardware_categories,accessibility_categories,price_usd_current,price_usd_lowest,price_eur_current,price_eur_lowest,price_cis_current,price_cis_lowest
1465460,Game,Jutsu Games,Games Operators,Windows,11 April 2024 – 16:51:00 UTC,78.74,16814,Base Building | Post-apocalyptic | Zombies | City Builder | Strategy | Management | Simulation | Survival | RTS | Outbreak Sim | Colony Sim | Sandbox | Singleplayer | Immersive Sim | Time Management | 3D | Minimalist | Atmospheric | Dark | Dystopian,Single-player | Steam Achievements | Steam Workshop | Steam Cloud | Includes level editor | Family Sharing | Early Access | Cloud Gaming | Cloud Gaming (NVIDIA),,,$24.99,-25%$18.74,"24,99€","-25%18,74€",$12.49,-25%$9.36
233450,Game,Introversion Software | Double Eleven,Paradox Interactive,Windows | Linux,6 October 2015 – 14:47:00 UTC,87.67,73323,Simulation | Building | Sandbox | Base Building | Colony Sim | Strategy | Management | City Builder | 2D | Top-Down | Multiplayer | Resource Management | Economy | Singleplayer | Moddable | Capitalism | Funny | Replay Value | Indie | Casual,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Includes level editor | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),,,-75%$7.49,-90%$2.99,"-75%6,24€","-90%2,49€",-75%$4.99,-90%$1.99
1124300,Game,AMPLITUDE Studios,AMPLITUDE Studios,Windows,17 August 2021 – 14:02:00 UTC,67.89,28044,Strategy | Turn-Based Strategy | 4X | Multiplayer | City Builder | Historical | Grand Strategy | Management | Singleplayer | Turn-Based | War | Hex Grid | Simulation | Alternate History | Open World | Tactical | Building | Great Soundtrack | Character Customization | Survival,Single-player | Online PvP | Steam Achievements | Steam Trading Cards | Steam Cloud | Includes level editor | Family Sharing | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),,,$49.99,-90%$4.99,"49,99€","-90%4,99€",$49.99,-90%$4.99
1575940,Game,Ironclad Games Corporation | Stardock Entertainment,Stardock Entertainment,Windows,15 August 2024 – 12:06:00 UTC,82.08,7982,Space | Strategy | RTS | 4X | Singleplayer | Sci-fi | Multiplayer | Tactical | Co-op | PvE | Story Rich | PvP | Real-Time | Base Building | Immersive Sim | 3D | Tutorial | Competitive | Choices Matter | Isometric,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),,Custom Volume Controls | Stereo Sound | Surround Sound | Adjustable Difficulty | Save Anytime | Color Alternatives,$49.99,-50%$24.99,"45,99€","-50%22,99€",$22.99,-50%$11.49
1046930,Game,Valve,Valve,Windows | Linux,20 June 2019 – 19:00:00 UTC,81.19,90976,Free to Play | Strategy | Auto Battler | Casual | Multiplayer | Chess | Tactical | Turn-Based Tactics | Turn-Based | Mature | Competitive | Fantasy | Board Game | Card Game | Deckbuilding | Singleplayer | PvP | Co-op | Automation | MOBA,Single-player | Online PvP | Cross-Platform Multiplayer | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support | Native Steam Controller,Color Alternatives | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Keyboard Only Option | Mouse Only Option | Touch Only Option,,,,,,
1928420,Game,Farlight Games,Farlight Games,Windows,21 September 2023 – 10:32:00 UTC,75.38,54638,Free to Play | Battle Royale | Multiplayer | Hero Shooter | Shooter | Third-Person Shooter | Vehicular Combat | Sci-fi | Third Person | MOBA | Massively Multiplayer | PvP | Survival | 3D | Action | Early Access | Adventure | Post-apocalyptic | Futuristic | Character Customization,Online PvP | Online Co-op | Cross-Platform Multiplayer | In-App Purchases | PvP | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA) | Co-op,Full Controller Support,,,,,,,
1171690,Game,Airship Syndicate,Airship Syndicate,Windows,21 October 2024 – 16:05:00 UTC,58.87,25787,Action RPG | Online Co-Op | Loot | Dungeon Crawler | Third Person | Exploration | Action | RPG | Adventure | Controller | Party-Based RPG | Open World | Action-Adventure | Co-op | Singleplayer | Fantasy | Casual | Multiplayer | Atmospheric | Team-Based,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on TV | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$24.99,-80%$4.99,"24,50€","-80%4,90€",$12.49,-80%$2.49
2373990,Game,Netmarble Neo,Netmarble,Windows,24 November 2025 – 17:09:07 UTC,69.05,6574,Action | Anime | Action RPG | Online Co-Op | Story Rich | Combat | Hack and Slash | RPG | Singleplayer | PvE | Controller | Co-op | Third Person | Cartoony | Multiplayer | Fantasy | Modern | 3D | PvP | Souls-like,Single-player | Online Co-op | Family Sharing | Multi-player | Co-op,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$39.99,$39.99,"39,99€","39,99€",$39.99,$39.99
1367080,Game,Bandai Namco Forge Digitals Inc.,Bandai Namco Entertainment Inc.,Windows,30 May 2023 – 22:01:00 UTC,23.13,20844,Free to Play | Robots | Mechs | PvP | Third-Person Shooter | Team-Based | Shooter | Multiplayer | 3D | Action | Military | Character Customization | Tactical | PvE | Singleplayer | Anime | Third Person | Co-op | Casual | Psychological Horror,Single-player | Online PvP | Steam Achievements | In-App Purchases | Steam Leaderboards | Multi-player | PvP,Native Steam Controller | Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported,,,,,,,
1263850,Game,Sports Interactive,SEGA,Windows,24 November 2020 – 18:00:00 UTC,91.42,23879,Sports | Simulation | Management | Football (Soccer) | Singleplayer | Multiplayer | Football (American) | Strategy | Co-op,Single-player | Steam Achievements | Steam Cloud | Family Sharing | Multi-player,,,N/A,-60%$19.99,N/A,"-60%21,99€",N/A,-60%$13.99
500,Game,Valve,Valve,Windows,17 November 2008 – 08:00:00 UTC,94.73,65441,Zombies | Co-op | Multiplayer | FPS | Action | Horror | Shooter | Online Co-Op | Survival | Team-Based | First-Person | Post-apocalyptic | Singleplayer | Atmospheric | Moddable | Adventure | Tactical | Replay Value | Competitive | Female Protagonist,Single-player | Steam Achievements | Captions available | Steam Cloud | Stats | Steam Leaderboards | Includes Source SDK | Commentary available | Remote Play on TV | Family Sharing | Multi-player | Valve Anti-Cheat | Co-op | HDR rendering | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Adjustable Difficulty,$9.99,-90%$0.99,"9,75€","-90%0,81€",$6.29,-90%$0.62
1084160,Game,Haemimont Games,THQ Nordic,Windows,14 July 2023 – 12:57:17 UTC,87.17,13942,Strategy | Turn-Based Tactics | Tactical | Turn-Based Strategy | Turn-Based Combat | RPG | Tactical RPG | Singleplayer | Strategy RPG | Co-op Campaign | Isometric | Loot | Action | Turn-Based | 3D | Military | Co-op | Classic | Online Co-Op | Sexual Content,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,-70%$13.49,-70%$13.49,"-70%13,49€","-70%13,49€",-70%$6.59,-70%$6.59
640820,Game,Owlcat Games,Knights Peak,Windows | Linux,25 September 2018 – 14:01:00 UTC,76.48,34345,RPG | Party-Based RPG | Fantasy | CRPG | Isometric | Character Customization | Strategy RPG | Choices Matter | Story Rich | Singleplayer | Real-Time with Pause | Dungeons & Dragons | Adventure | Strategy | Turn-Based | Sexual Content | Medieval | Open World | Turn-Based Strategy | Female Protagonist,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers,,$19.99,-85%$2.99,"19,99€","-85%2,99€",$14.99,-80%$1.99
1948980,Game,半瓶醋工作室（Half Amateur Studio）,XD,Windows,16 November 2023 – 02:50:00 UTC,82.85,23843,RPG | Martial Arts | Open World | Multiple Endings | Pixel Graphics | Strategy | Adventure | Indie | Turn-Based | Singleplayer | Turn-Based Strategy | Choose Your Own Adventure | Simulation | Stealth | 2D | Drama | Sexual Content | Anime | RPGMaker | Mature,Single-player | Steam Achievements | Steam Workshop | Steam Cloud | Family Sharing,Full Controller Support,,$17.98,-50%$8.99,"17,49€","-50%8,74€",$9.99,-50%$4.99
304050,Game,gamigo US Inc.,gamigo US Inc.,Windows,9 July 2015 – 17:00:00 UTC,79.12,92638,Free to Play | Open World | Sandbox | Pixel Graphics | MMORPG | Fantasy | Multiplayer | Voxel | Crafting | RPG | Building | Replay Value | Family Friendly | Procedural Generation | Adventure | Dungeon Crawler | Massively Multiplayer | Nostalgia | Action | Colorful,MMO | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | In-App Purchases | Co-op | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,Adjustable Text Size | Custom Volume Controls | Playable without Timed Input | Save Anytime,,,,,,
493520,Game,10 Chambers,10 Chambers,Windows,10 December 2021 – 03:31:19 UTC,82.93,64780,Online Co-Op | Horror | Co-op | FPS | Multiplayer | Difficult | Shooter | Survival Horror | Action | Stealth | Tactical | Team-Based | Gore | First-Person | Zombies | PvE | Atmospheric | Character Customization | Violent | Replay Value,Online Co-op | Steam Achievements | Steam Trading Cards | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,,$39.99,-66%$13.59,"39,99€","-66%13,59€",$18.49,-66%$6.28
851850,Game,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment Inc.,Windows,16 January 2020 – 23:00:00 UTC,91.59,56817,Action | RPG | Anime | Open World | Fighting | Singleplayer | Multiplayer | Story Rich | Adventure | JRPG | Controller | Action RPG | Fantasy | Beat 'em up | Third Person | Dragons | Atmospheric | Character Customization | Difficult | Great Soundtrack,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing,Full Controller Support,,$19.99,-75%$14.99,"19,99€","-75%14,99€",$12.99,-75%$8.74
1601580,Game,11 bit studios,11 bit studios,Windows,20 September 2024 – 17:00:46 UTC,73.86,24771,City Builder | Strategy | Survival | Resource Management | Post-apocalyptic | Simulation | Singleplayer | Steampunk | Management | 2️⃣ Sequel | Base Building | Atmospheric | Choices Matter | Political Sim | Politics | Great Soundtrack | Violent | Colony Sim | Snow | Psychological Horror,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported,Adjustable Text Size | Custom Volume Controls | Stereo Sound | Surround Sound | Adjustable Difficulty | Save Anytime,$44.99,-40%$26.99,"44,99€","-40%26,99€",$20.49,-40%$12.29
1213210,Game,Petroglyph | Lemon Sky Studios,Electronic Arts,Windows,5 June 2020 – 16:59:00 UTC,88.92,34134,Strategy | RTS | Base Building | Multiplayer | Classic | Great Soundtrack | War | Singleplayer | 1990's | FMV | Remake | PvP | Level Editor | Replay Value | Tanks | Soundtrack | Cinematic | Real Time Tactics | Isometric | Retro,Single-player | Online PvP | Steam Achievements | Steam Workshop | Steam Cloud | Includes level editor | Family Sharing | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),,,-70%$5.99,-90%$1.99,"-70%5,99€","-90%1,99€",-70%$5.99,-90%$1.99
246620,Game,Ndemic Creations,Ndemic Creations,Windows | Linux,18 February 2016 – 17:03:00 UTC,92.76,58879,Strategy | Simulation | Outbreak Sim | Indie | Singleplayer | Multiplayer | Zombies | Casual | Tactical | Replay Value | Post-apocalyptic | Addictive | Realistic | 2D | Difficult | Atmospheric | Co-op | Sandbox | Early Access | Survival,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Stats | Steam Leaderboards | Includes level editor | Remote Play on Tablet | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Native Steam Controller | Partial Controller Support,Camera Comfort | Custom Volume Controls | Stereo Sound | Playable without Timed Input | Mouse Only Option | Adjustable Difficulty | Save Anytime,$14.99,-75%$3.74,"14,79€","-75%3,69€",$8.49,-75%$2.12
1919590,Game,Visual Concepts,2K,Windows,8 September 2022 – 17:00:00 UTC,61.34,51535,Immersive Sim | Basketball | Sports | Simulation | Multiplayer | PvP | Co-op | Realistic | Controller | Local Co-Op | Singleplayer | Online Co-Op | Character Customization | 3D | Trading | 4️⃣ 4 Player Local | Local Multiplayer | eSports | Team-Based | Management,Single-player | Online PvP | Shared/Split Screen PvP | Online Co-op | Shared/Split Screen Co-op | Steam Achievements | In-App Purchases | Steam Cloud | Remote Play Together | Family Sharing | Multi-player | PvP | Co-op | Shared/Split Screen,Full Controller Support,,N/A,-84%$9.59,N/A,"-84%9,59€",N/A,-84%$7.19
1659420,Game,Naughty Dog LLC | Iron Galaxy Studios,PlayStation Publishing LLC,Windows,19 October 2022 – 15:07:00 UTC,88.64,36756,Adventure | Story Rich | Action-Adventure | Singleplayer | Third Person | Multiplayer | Puzzle | Third-Person Shooter | Action | Exploration | Shooter | Cinematic | Controller | Parkour | Stealth | Atmospheric | Female Protagonist | Combat | Platformer | Funny,Single-player | Steam Achievements | Steam Cloud | Remote Play on TV | Family Sharing,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported | Gamepad Preferred,Custom Volume Controls | Stereo Sound | Surround Sound | Adjustable Difficulty | Save Anytime,$49.99,-67%$16.49,"49,99€","-67%16,49€",$39.99,-67%$13.19
234140,Game,Avalanche Studios,Warner Bros. Games | Warner Bros. Interactive Entertainment,Windows | Linux,2 October 2015 – 04:00:00 UTC,90.93,87495,Open World | Vehicular Combat | Post-apocalyptic | Action | Driving | Singleplayer | Survival | Third Person | Adventure | Exploration | Automobile Sim | Atmospheric | Racing | Story Rich | Multiplayer | Sandbox | RPG | Shooter | Third-Person Shooter | War,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing,Full Controller Support,,$19.99,-90%$1.99,"19,99€","-90%1,99€",$14.99,-90%$1.49
1151640,Game,Guerrilla,PlayStation Publishing LLC,Windows,7 August 2020 – 14:57:00 UTC,86.86,127129,Open World | Adventure | Female Protagonist | Singleplayer | Story Rich | RPG | Action | Post-apocalyptic | Sci-fi | Robots | Third Person | Exploration | Beautiful | Atmospheric | Action RPG | Archery | Hunting | Great Soundtrack | Stealth | Dinosaurs,Single-player | Steam Achievements | Steam Cloud | Remote Play on Tablet | Family Sharing,Full Controller Support | Native Steam Controller,,$49.99,-75%$12.49,"49,99€","-75%12,49€",$49.99,-75%$9.99
1100600,Game,Sports Interactive,SEGA,Windows,19 November 2019 – 17:00:00 UTC,87.57,31724,Simulation | Sports | Management | Football (Soccer) | Football (American) | Multiplayer | Strategy | Singleplayer | Tactical,Single-player | Steam Achievements | Steam Workshop | Steam Cloud | Steam Leaderboards | Family Sharing | Multi-player,,,N/A,-66%$16.99,N/A,"-66%18,69€",N/A,-66%$9.85
389730,Game,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,Windows,1 June 2017 – 21:59:00 UTC,82.36,94162,Fighting | Action | Multiplayer | Competitive | Arcade | Local Multiplayer | Controller | 3D Fighter | Great Soundtrack | Singleplayer | eSports | Character Customization | Sports | Difficult | Anime | Story Rich | Beat 'em up | Third Person | 2D Fighter | Atmospheric,Single-player | Online PvP | Shared/Split Screen PvP | Steam Achievements | Steam Trading Cards | Steam Cloud | Steam Leaderboards | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Shared/Split Screen | PvP,Full Controller Support | Native Steam Controller,,-85%$13.49,-85%$5.99,"-85%13,49€","-85%5,99€",-85%$7.49,-85%$3.74
972660,Game,Thunder Lotus,Thunder Lotus,Windows | Linux,18 August 2020 – 17:00:00 UTC,93.32,51027,Emotional | Story Rich | Indie | Management | Relaxing | Building | Adventure | Exploration | Hand-drawn | Atmospheric | Female Protagonist | Local Co-Op | Platformer | Co-op | Crafting | Simulation | Funny | Cartoony | Farming Sim | Fishing,Single-player | Shared/Split Screen Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Co-op,Full Controller Support,,$29.99,-90%$2.99,"28,99€","-90%2,89€",$14.49,-90%$1.44
289650,Game,Ubisoft,Ubisoft,Windows,11 November 2014 – 08:00:00 UTC,77.09,80694,Open World | Parkour | Assassin | Co-op | Stealth | Historical | Action | Adventure | Multiplayer | Third Person | Online Co-Op | Singleplayer | Atmospheric | Story Rich | Great Soundtrack | RPG | Action RPG | Tactical | Simulation | Beautiful,Single-player | Steam Achievements | In-App Purchases | Co-op | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Mouse Only Option | Adjustable Difficulty | Save Anytime,$29.99,-85%$4.49,"29,99€","-85%4,49€",$16.49,-85%$2.47
1817190,Game,Insomniac Games | Nixxes Software,PlayStation Publishing LLC,Windows,18 November 2022 – 15:58:00 UTC,91.58,49879,Open World | Action | Superhero | Singleplayer | Adventure | Third Person | Combat | Parkour | Story Rich | Exploration | Action-Adventure | Stealth | Comic Book | Beat 'em up | Great Soundtrack | Beautiful | Multiplayer | RPG | Sci-fi | LGBTQ+,Single-player | Steam Achievements | Steam Cloud | Remote Play on TV | Family Sharing,Partial Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers | Steam Input API Supported,Adjustable Text Size | Subtitle Options | Color Alternatives | Camera Comfort | Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Adjustable Difficulty | Save Anytime,$49.99,-60%$19.99,"49,99€","-60%19,99€",$39.99,-60%$15.99
65800,Game,Chromatic Games,Chromatic Games,Windows,19 October 2011 – 06:27:00 UTC,90.92,18601,Multiplayer | Online Co-Op | Tower Defense | Singleplayer | Strategy | Survival | Action RPG | Character Customization | Tactical | Family Friendly | Funny | Building | Fantasy | PvE | Strategy RPG | Moddable | RPG | 3D | Third Person | Team-Based,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Steam Leaderboards | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Co-op | Shared/Split Screen | Valve Anti-Cheat | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,-80%$2.99,-90%$1.49,"-80%2,95€","-90%1,49€",-80%$1.69,-90%$0.99
413410,Game,"Spike Chunsoft Co., Ltd. | Abstraction Games","Spike Chunsoft Co., Ltd.",Windows | Linux,18 February 2016 – 17:57:00 UTC,93.99,33718,Anime | Visual Novel | Detective | Mystery | Story Rich | Great Soundtrack | Singleplayer | Psychological Horror | Horror | Adventure | Dark Comedy | Dark Humor | Puzzle | Point & Click | Funny | Comedy | Exploration | Survival | Action | Memes,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Native Steam Controller | Full Controller Support | DualShock Controllers (USB Only),,-40%$11.99,-94%$1.19,"-40%11,99€","-94%1,19€",-40%$7.55,-94%$0.75
286690,Game,4A Games,Deep Silver,Windows | Linux,28 August 2014 – 22:00:00 UTC,90.76,125869,Post-apocalyptic | FPS | Atmospheric | Story Rich | Horror | Action | Singleplayer | First-Person | Shooter | Stealth | Survival Horror | Based On A Novel | Multiplayer | Survival | Adventure | Remake | Gore | Mature | Classic | Open World,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,$19.99,-100%$0.00,"19,99€","-100%0,00€",$14.99,-100%$0.00
1210320,Game,niceplay games,tinyBuild,Windows,13 December 2022 – 17:00:07 UTC,91.05,42236,Crafting | Singleplayer | Relaxing | Simulation | Medieval | Management | Indie | 2D | Resource Management | Sandbox | Casual | Life Sim | RPG | Hand-drawn | Trading | Farming Sim | Choices Matter | Point & Click | Historical | Capitalism,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),DualShock Controllers (USB Only) | DualSense Controllers (USB Only) | DualShock Controllers | DualSense Controllers | Partial Controller Support,,$19.99,-75%$4.99,"19,50€","-75%4,87€",$10.49,-75%$2.62
744900,Game,Creaky Corpse Ltd,Creaky Corpse Ltd,Windows,15 July 2019 – 15:18:00 UTC,69.16,27793,Free to Play | Multiplayer | Survival Horror | Zombies | Horror | Online Co-Op | Third-Person Shooter | Survival | MMORPG | PvE | Gore | Massively Multiplayer | Sandbox | Violent | Inventory Management | Trading | Atmospheric | Post-apocalyptic | Action | RPG,Single-player | MMO | Online PvP | Online Co-op | Steam Trading Cards | In-App Purchases | Remote Play on Tablet | Multi-player | Co-op | PvP,,,,,,,,
2406770,Game,Reissad Studio,Reissad Studio,Windows,7 June 2024 – 22:59:31 UTC,74.29,40093,Realistic | FPS | Shooter | Military | Co-op | Multiplayer | VR | Horror | Zombies | Tactical | First-Person | Team-Based | Action | PvP | Physics | Immersive Sim | Combat | Open World | Wargame | Fast-Paced,Online PvP | In-App Purchases | Stats | Steam Leaderboards | Family Sharing | Early Access | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),,,$33.32,-25%$24.99,"33,32€","-25%24,99€",$16.49,-25%$12.36
1714040,Game,Team Wood Games,Team Wood Games,Windows | Linux,24 September 2021 – 12:59:27 UTC,88.74,35425,Auto Battler | Free to Play | Strategy | Multiplayer | Cute | PvP | Asynchronous Multiplayer | 2D | Casual | Card Battler | Colorful | Family Friendly | Card Game | Minimalist | Combat | Roguelike | Turn-Based | Dog | Horses | Deckbuilding,Online PvP | Cross-Platform Multiplayer | In-App Purchases | Multi-player | PvP,,,,,,,,
1757300,Game,Keepsake Games,Keepsake Games,Windows,19 September 2025 – 14:00:21 UTC,84.41,9428,Co-op | PvE | Space | FPS | Sci-fi | Action | Action Roguelike | First-Person | Exploration | Roguelite | Adventure | Shooter | Spaceships | Early Access | Multiplayer | Indie | Flight | Dark | Combat | Atmospheric,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support,,$19.99,-20%$15.99,"19,50€","-20%15,60€",$9.99,-20%$7.99
2488370,Game,Mind Control Games,Forklift Interactive | Gamersky Games,Windows,8 May 2025 – 15:58:57 UTC,89.11,6815,Cozy | Simulation | Multiple Endings | Satire | Relaxing | Management | Life Sim | Sandbox | Physics | Singleplayer | Crime | First-Person | Resource Management | Immersive Sim | Colorful | Realistic | Dark Humor | Atmospheric | Automation | Controller,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | DualSense Controllers (USB Only) | DualSense Controllers,Custom Volume Controls | Stereo Sound | Surround Sound | Playable without Timed Input | Save Anytime | Color Alternatives,$19.99,-20%$11.99,"19,50€","-20%11,83€",$10.69,-20%$6.39
379720,Game,id Software,Bethesda Softworks,Windows,13 May 2016 – 04:00:00 UTC,94.36,215153,FPS | Gore | Action | Shooter | Great Soundtrack | Demons | First-Person | Multiplayer | Fast-Paced | Singleplayer | Sci-fi | Horror | Atmospheric | Classic | Blood | Difficult | Remake | Zombies | Violent | Co-op,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,Color Alternatives | Stereo Sound | Surround Sound,-80%$3.99,-90%$1.99,"-80%3,99€","-90%1,99€",-80%$3.99,-90%$1.99
109600,Game,Cryptic Studios,Arc Games,Windows,5 December 2013 – 20:01:00 UTC,76.44,39180,Free to Play | MMORPG | RPG | Massively Multiplayer | Adventure | Multiplayer | Fantasy | Action | Open World | Character Customization | Dungeons & Dragons | Co-op | Dragons | PvP | Action RPG | PvE | Third Person | Hack and Slash | Atmospheric | Zombies,Single-player | MMO | Online PvP | Online Co-op | Steam Trading Cards | In-App Purchases | Includes level editor | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA) | PvP,,,,,,,,
220240,Game,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,Windows,4 December 2012 – 18:00:00 UTC,87.67,124305,Open World | FPS | Action | Adventure | Multiplayer | Shooter | Stealth | Co-op | First-Person | Hunting | Singleplayer | Story Rich | Survival | Sandbox | Online Co-Op | Nudity | Atmospheric | Crafting | Colorful | RPG,Single-player | Steam Achievements | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),Partial Controller Support,,$19.99,-85%$2.99,"19,99€","-85%2,99€",$10.99,-85%$1.64
218230,Game,Rogue Planet Games,Daybreak Game Company,Windows,20 November 2012 – 17:55:00 UTC,79.6,74280,Free to Play | FPS | Massively Multiplayer | Shooter | Action | Open World | Multiplayer | Team-Based | Sci-fi | War | Tactical | First-Person | PvP | Futuristic | Online Co-Op | Co-op | Strategy | Space | Adventure | RPG,MMO | Online PvP | Steam Trading Cards | Steam Cloud | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),,,,,,,,
360430,Game,Hangar 13 | Aspyr (Mac),2K | Aspyr (Mac),Windows,26 October 2016 – 17:00:00 UTC,57.0,61323,Crime | Open World | Action | Story Rich | Singleplayer | Third Person | Violent | Shooter | Atmospheric | Great Soundtrack | Third-Person Shooter | Adventure | Nudity | Stealth | Multiplayer | Classic | Mature | Sandbox | Gore | FPS,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Tablet | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),Full Controller Support | Native Steam Controller,,$29.99,-90%$2.99,"29,99€","-90%2,99€",$17.99,-90%$1.79
1875830,Game,ATLUS,SEGA,Windows,14 June 2024 – 03:59:00 UTC,90.07,11254,JRPG | RPG | Story Rich | Demons | Adventure | Creature Collector | Anime | Choices Matter | Turn-Based Strategy | Exploration | Turn-Based | 3D | Third Person | Multiple Endings | Dark | Atmospheric | Difficult | Singleplayer | Destruction | Post-apocalyptic,Single-player | Steam Achievements | Steam Cloud | Family Sharing,Full Controller Support | DualShock Controllers (USB Only) | DualShock Controllers | DualSense Controllers (USB Only) | DualSense Controllers,,$59.99,-60%$23.99,"59,99€","-60%23,99€",$59.99,-60%$23.99
